Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
3.0,,129.0,Rural,,Good,False,Oil,False,True,2022-01-23,Gray,Theresa,False,Good,Good,Excellent,Good,16.0,2.05,,4I9 Wood V66Y12Y,441.43649
2.0,2.0,7503.0,Suburbann,35.0,Excellent,True,Oil,True,True,2020-06-14,White,,False,Excellent,Good,Good,Poor,46.0,3.62,102.4,Wood ZVOK Window,175.20059
2.0,,76.0,Suburban,16.0,,False,Electricity,True,True,2022-12-14,Gray,,False,Good,Good,Poor,Good,6.0,1.84,,Wood X9EFR,106.83063
,1.0,77.0,Rural,,None,False,Electric,False,True,2022-08-10,Green,,False,Excellent,Good,Good,Poor,6.0,2.48,,Aluminum RMY,2728.8626
3.0,1.0,100.0,Rural,51.0,,True,Electric,False,True,2020-10-08,Yellow,Sabrina,False,Good,Excellent,Poor,Poor,6.0,3.65,61.2,Wood TY7 Window,241.55006
1.0,1.0,68.0,Rural,44.0,,,Electricity,False,True,2022-11-17,Green,Andreas,False,Good,Good,Good,Good,6.0,1.54,,Steel LNFPH,281.054
,1.0,25.0,Rural,59.0,None,False,Oil,False,True,2022-04-03,Yellow,,False,Excellent,Good,Good,Excellent,6.0,2.71,,L5C Wood KJO7MAR Window,180.73478
2.0,2.0,94.0,Rural,57.0,,False,Gas,True,True,2021-06-11,Green,Theresa,False,Poor,Good,Excellent,Good,6.0,1.8,93.0,N1A9A Wood HU2AUBY Window,285.25334
1.0,1.0,45.0,Rural,53.0,None,False,Gas,False,True,2023-04-22,Green,Sabrina,False,Excellent,Good,Poor,Poor,6.0,2.97,46.0,9IKTK26 Aluminum FCY2D38 Window,111.84633
3.0,2.0,113.0,Urban,19.0,,False,Electric,True,False,2023-09-13,Green,Stefan,False,Good,Good,Good,Excellent,6.0,3.42,67.2,ER6Q Aluminum 9CQD Window,149.87726
1.0,2.0,89.0,Suburbann,59.0,None,,Gas,False,False,2020-10-08,Gray,,False,Excellent,Good,Excellent,Good,6.0,1.4,,Steel WA9CX2J Window,120.2685
2.0,1.0,69.0,Urban,37.0,Excellent,False,Electric,False,False,2022-08-07,Yellow,Johanna,False,Poor,Good,Good,Good,46.0,2.69,,DMZSYNZ Aluminum WPTQC7I,167.58911
1.0,1.0,55.0,Urban,62.0,None,False,Gas,False,False,2021-09-13,Green,Natalie,False,Excellent,Excellent,Good,Good,6.0,2.62,,Steel TE1J25,168.8283
1.0,1.0,37.0,Urban,33.0,Poor,,Electricity,False,True,2023-10-23,White,,False,Poor,Poor,Excellent,Good,14.0,1.34,,5C8ZQE Aluminum XNQPU Window,87.24781
1.0,,42.0,Rural,45.0,Poor,False,Oil,False,True,2022-03-01,Yellow,,False,Poor,Good,Good,Good,14.0,3.27,65.6,Steel 7WBK,5911.5274
2.0,1.0,112.0,Suburbann,24.0,None,False,Oil Heating,True,False,2024-03-27,Yellow,Sabrina,False,Good,Good,Good,Excellent,6.0,2.16,,Steel Z3X1FS,171.46803
3.0,1.0,112.0,Urban,23.0,,False,Electricity,False,True,2021-08-21,White,,False,Poor,Poor,Excellent,Excellent,6.0,2.31,66.0,Steel RHCKDK,248.17958
1.0,1.0,50.0,Suburbann,71.0,,False,Electricity,False,True,2023-07-20,Gray,Natalie,False,Poor,Good,Poor,Excellent,6.0,2.76,30.6,RO8CD0T Wood GE2QZ6T Window,73.09508
2.0,,87.0,Urban,23.0,None,False,Oil Heating,False,True,2021-03-25,White,Natalie,False,Excellent,Good,Poor,Good,6.0,3.22,,OY5 Wood CZZ0UH Window,217.45449
2.0,2.0,62.0,Rural,40.0,,False,Oil Heating,False,True,2023-10-11,White,Maria,False,Good,Poor,Poor,Poor,16.0,2.49,99.2,Aluminum 5CA8G88 Window,215.92375
1.0,1.0,49.0,Suburban,47.0,Good,False,Gas,True,True,2023-09-06,Yellow,Sandra,False,Excellent,Excellent,Poor,Good,16.0,3.6,50.0,Steel RZY4QA Window,148.58622
1.0,1.0,66.0,Suburban,,None,False,Electricity,False,True,2021-03-25,White,Stefan,False,Poor,Excellent,Good,Good,6.0,3.63,,O1WR4V8 Steel S77 Window,108.4708
2.0,2.0,89.0,Urban,60.0,None,False,Oil Heating,False,True,2023-12-08,Green,Johanna,False,Excellent,Good,Good,Excellent,6.0,2.11,142.4,Steel R26,296.13536
2.0,,111.0,Rural,58.0,None,False,Electricity,True,True,2022-03-21,Green,,False,Good,Excellent,Good,Good,6.0,2.83,67.2,Z9GVFHV Wood RWB0 Window,299.62257
,,128.0,Suburban,38.0,Poor,False,Oil,False,False,2023-09-03,White,Daniel,False,Good,Good,Good,Excellent,14.0,2.66,,LOQESF Aluminum 94IFGCM Window,137.88959
2.0,4.0,148.0,Rural,6.0,None,,Gas,False,False,2020-01-11,Green,Florian,False,Excellent,Good,Excellent,Good,6.0,1.7,149.0,Aluminum XKPABPS,269.37805
,2.0,144.0,Urban,49.0,,False,Gas,False,False,2022-08-26,Green,Florian,False,Excellent,Excellent,Good,Excellent,6.0,1.73,,2ZN Wood T2V41ND Window,238.1056
2.0,3.0,149.0,Suburbann,27.0,Good,True,Electricity,False,True,2020-01-19,Gray,Theresa,False,Good,Excellent,Excellent,Poor,16.0,3.06,88.8,Aluminum 496NOC,126.39993
1.0,1.0,52.0,Rural,58.0,Good,,Oil,True,True,2021-10-23,Green,Lukas,False,Good,Good,Poor,Poor,16.0,2.38,80.0,IYD7QH Wood XW9I58Y,255.80804
2.0,,90.0,Suburban,33.0,None,True,Gas,True,True,2021-05-23,Yellow,,False,Poor,Excellent,Good,Excellent,6.0,3.55,91.0,Steel VV0AIV Window,158.05775
1.0,1.0,47.0,Urban,45.0,Good,,Oil Heating,False,True,2021-09-30,White,,False,Good,Good,Poor,Good,16.0,3.62,72.0,Wood EPU8CW Window,172.38738
2.0,2.0,128.0,Rural,,Good,True,Electricity,False,True,2021-12-01,Yellow,Natalie,False,Excellent,Good,Excellent,Excellent,16.0,1.61,76.8,Steel 7P9L6B Window,414.28911
1.0,3.0,133.0,Suburban,49.0,Poor,False,Electric,True,True,2024-02-10,Yellow,Daniel,False,Poor,Excellent,Good,Excellent,14.0,4.26,78.0,QRPAE Wood MXJYO23,156.55056
1.0,,81.0,Rural,55.0,Excellent,False,Oil,True,False,2020-05-02,Gray,,False,Excellent,Excellent,Excellent,Good,46.0,1.58,129.6,SMG Steel 9I7WUCO Window,427.8054
1.0,1.0,44.0,Suburban,42.0,,False,Electric,True,True,2020-07-26,Yellow,Andreas,False,Excellent,Good,Poor,Good,16.0,2.18,27.0,Aluminum UBV4ZRS,66.78342
1.0,,87.0,Urban,69.0,,True,Gas,True,False,2020-11-24,White,Martin,False,Excellent,Poor,Excellent,Good,16.0,3.8,87.0,HVM5 Steel AUBH0BU,222.32066
1.0,1.0,29.0,Urban,17.0,Poor,,Electric,True,True,2022-08-14,Yellow,Theresa,False,Good,Good,Good,Good,14.0,4.2,17.4,Steel MWOI,204.59202
3.0,1.0,133.0,Rural,53.0,Poor,False,Oil Heating,False,True,2023-06-20,Green,,False,Poor,Poor,Excellent,Good,14.0,2.57,212.8,Steel RV6 Window,512.12759
1.0,,43.0,Urban,45.0,Good,False,Gas,False,False,2021-06-08,Gray,Stefan,False,Excellent,Excellent,Excellent,Good,16.0,2.92,43.0,Wood VWC32X9,147.2703
1.0,1.0,40.0,Suburban,40.0,,True,Oil Heating,True,True,2022-08-09,White,Andreas,False,Good,Excellent,Excellent,Poor,16.0,2.68,60.8,FOTM9H Aluminum KC4M8AJ Window,83.36476
3.0,,101.0,Rural,,None,True,Electric,False,True,2021-10-28,,,False,Good,Good,Good,Excellent,6.0,2.42,61.2,CDWK Aluminum QNGP,186.01169
1.0,2.0,98.0,Rural,57.0,Poor,False,Gas,False,True,2023-03-08,White,Laura,False,Excellent,Excellent,Good,Excellent,14.0,2.55,,0G1RJX Steel G9R8 Window,408.79793
,1.0,25.0,Urban,42.0,None,False,Oil,False,True,2024-03-29,Green,Laura,False,Good,Good,Excellent,Excellent,6.0,2.38,41.6,RUQ79QV Wood FT17JP Window,142.08871
2.0,,81.0,Rural,16.0,,True,Electricity,False,True,2022-10-26,Green,Lukas,False,Poor,Good,Good,Good,14.0,3.1,,Wood 8NK Window,273.90897
1.0,1.0,30.0,Rural,59.0,None,False,Electricity,True,False,2022-01-30,Gray,,False,Good,Good,Excellent,Excellent,6.0,2.06,,Aluminum 5TET,93.03821
4.0,5.0,143.0,Urban,43.0,None,True,Oil Heating,False,True,2020-11-26,White,Denis,False,Good,Good,Excellent,Good,6.0,3.42,,S3Q42 Steel 9OLIF0M Window,374.25012
2.0,4.0,130.0,Suburbann,60.0,,False,Oil,True,True,2023-06-19,White,Sabrina,False,Poor,Good,Poor,Poor,16.0,3.73,,ELBRLWI Steel WN2PN Window,227.95583
1.0,2.0,70.0,Urban,48.0,Poor,True,Oil,False,False,2023-10-24,Green,Martin,False,Good,Excellent,Poor,Good,14.0,2.2,110.4,3RBI Wood SQ6SP4,183.28112
1.0,2.0,60.0,Suburban,64.0,Excellent,False,Oil,False,True,2023-02-17,Yellow,Theresa,False,Good,Excellent,Poor,Excellent,46.0,3.6,97.6,Steel 8CQ71H Window,204.95697
3.0,3.0,139.0,Suburbann,51.0,None,False,Electricity,False,True,2022-04-08,White,,False,Excellent,Good,Good,Good,6.0,3.57,,LQDOUL Steel XFN1LYO,171.29398
1.0,,48.0,Suburbann,48.0,None,,Oil Heating,True,True,2023-09-04,Gray,Johanna,False,Good,Good,Excellent,Poor,6.0,1.55,,VWM4FD8 Steel QWT Window,135.02951
1.0,1.0,118.0,Urban,47.0,Good,,Oil Heating,True,True,2020-05-26,Green,Sabrina,False,Good,Excellent,Good,Excellent,16.0,2.91,,Z33BY6G Wood THBEZ82,296.38104
1.0,1.0,35.0,Urban,53.0,Poor,True,Oil,True,True,2023-11-16,Yellow,,False,Excellent,Good,Poor,Good,14.0,1.37,,BRF7Q Wood S4PEF,171.5354
2.0,2.0,66.0,Suburban,,Excellent,,Oil,True,True,2022-04-29,White,Natalie,False,Good,Excellent,Excellent,Good,46.0,2.0,105.6,AM15J Aluminum B80X,152.6429
1.0,1.0,5374.0,Urban,64.0,,False,Oil Heating,False,True,2023-03-04,Green,Florian,False,Good,Good,Good,Good,6.0,1.63,84.8,Wood 75HXQSR,161.22875
1.0,2.0,69.0,Suburbann,50.0,None,False,Electricity,False,True,2022-09-19,Green,,False,Excellent,Good,Good,Poor,6.0,3.07,41.4,VNIAA Wood 1MZGKP Window,91.34446
1.0,1.0,56.0,Suburban,58.0,None,False,Oil,True,True,2020-08-05,Gray,Martin,False,Excellent,Good,Good,Good,6.0,2.47,88.0,PRG4Q8 Aluminum WWX9XK,73.86767
3.0,,107.0,,39.0,Excellent,,Oil,False,False,2023-04-13,Green,,False,Good,Poor,Good,Poor,46.0,3.28,169.6,UUHGRG Wood R8R9N Window,411.72817
2.0,2.0,103.0,Suburbann,,Good,False,Oil,False,False,2022-02-12,Green,Johanna,False,Good,Good,Good,Excellent,16.0,1.87,,Wood JRBEIM,135.91764
4.0,3.0,146.0,Rural,40.0,,False,Electric,True,True,2022-05-03,White,Martin,False,Poor,Good,Poor,Excellent,6.0,3.89,,Steel X57U8IV Window,420.10433
2.0,2.0,88.0,Suburban,41.0,None,False,Gas,False,False,2024-02-17,Gray,,False,Excellent,Good,Excellent,Poor,6.0,2.86,88.0,Wood X1V93W7 Window,105.10886
5.0,5.0,148.0,Rural,42.0,Good,,Oil Heating,False,True,2020-07-14,Green,,False,Good,Good,Good,Poor,16.0,1.65,235.2,Steel H7UQ,558.00263
1.0,1.0,27.0,Suburban,16.0,Good,,Oil Heating,True,True,2021-03-23,Green,,False,Excellent,Excellent,Good,Good,16.0,2.52,41.6,SJCRS94 Steel 7P16DT Window,137.84253
1.0,1.0,29.0,Urban,43.0,Poor,False,Gas,False,True,2020-11-06,Green,Denis,False,Good,Good,Excellent,Excellent,14.0,3.28,29.0,Wood BVZ Window,145.48298
1.0,,77.0,Rural,40.0,,,Electricity,False,True,2020-11-23,White,Florian,False,Excellent,Excellent,Poor,Excellent,6.0,3.23,46.8,A8H3 Steel QCQ2,298.24837
1.0,,120.0,Suburban,31.0,,False,Oil Heating,True,False,2021-11-29,Gray,Andreas,False,Good,Poor,Excellent,Poor,16.0,1.35,,HNKYJ Wood I5EQ2XV,152.20193
2.0,1.0,81.0,Urban,39.0,Good,False,Oil,False,True,2020-06-04,Yellow,Sabrina,False,Good,Good,Good,Excellent,16.0,3.02,129.6,Aluminum 6QL5 Window,186.62679
1.0,1.0,38.0,,50.0,,True,Oil Heating,True,True,2020-02-08,,Roman,False,Excellent,Good,Excellent,Excellent,16.0,3.69,,Wood FBE46AG,187.1429
1.0,3.0,99.0,Suburbann,57.0,None,True,Electric,False,False,2020-12-06,Gray,Maria,False,Excellent,Excellent,Good,Poor,6.0,1.37,60.0,Wood UWAQ,90.71279
1.0,1.0,26.0,Rural,36.0,Poor,False,Gas,False,False,2020-09-16,Yellow,Denis,False,Poor,Good,Good,Good,14.0,3.85,,Aluminum ZH4ED,89.84735
1.0,1.0,32.0,Urban,43.0,Good,False,Oil Heating,False,False,2023-09-16,Green,,False,Good,Good,Poor,Poor,16.0,3.13,52.8,992E7HS Wood GJ0,131.3601
1.0,2.0,67.0,Suburban,30.0,None,False,Gas,False,True,2020-05-13,White,,False,Good,Excellent,Good,Good,6.0,2.69,68.0,Wood Y7B9M,101.43005
2.0,,118.0,Urban,33.0,Good,,Gas,False,True,2023-10-14,Yellow,Lukas,False,Excellent,Good,Excellent,Good,16.0,4.62,116.0,Steel 7S33 Window,329.73993
2.0,2.0,92.0,Urban,33.0,None,False,Oil,False,True,2021-08-25,White,Stefan,False,Good,Poor,Good,Good,6.0,1.88,148.8,7IWOPO Steel 2HLNTO0,277.38795
1.0,1.0,23.0,Suburbann,49.0,None,False,Oil Heating,True,False,2023-10-01,Yellow,Andreas,False,Good,Excellent,Poor,Poor,6.0,4.41,,Steel BWMM Window,92.13565
2.0,1.0,86.0,Urban,54.0,None,False,Gas,False,False,2021-07-04,Gray,Johanna,False,Good,Excellent,Excellent,Good,6.0,3.07,87.0,8SQ3DF Wood L4C0WP0 Window,161.41243
1.0,1.0,47.0,Suburbann,46.0,,,Oil,False,False,2023-09-13,,Florian,False,Poor,Excellent,Excellent,Excellent,6.0,3.28,75.2,ZH1B Aluminum 5REHL Window,58.92995
,2.0,71.0,Urban,36.0,,False,Gas,True,True,2024-02-22,Green,Natalie,False,Good,Good,Excellent,Good,46.0,1.78,73.0,HD9 Wood HDOS Window,309.18281
1.0,1.0,39.0,Rural,29.0,None,,Electricity,True,False,2023-02-10,Gray,,False,Good,Poor,Good,Excellent,6.0,1.23,23.4,BMYB2I6 Aluminum JC9LJF,101.21863
1.0,1.0,47.0,Rural,,None,True,Oil Heating,False,True,2023-07-05,Gray,Johanna,False,Excellent,Good,Excellent,Good,6.0,2.6,,Wood TJC Window,226.44758
3.0,3.0,135.0,Rural,50.0,None,False,Electricity,False,False,2022-02-13,Yellow,Andreas,False,Good,Poor,Excellent,Poor,6.0,4.82,81.6,KE1BH5W Aluminum XWBAY,196.23115
,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,56.0,Urban,-37.0,None,,Electric,False,True,2020-11-29,Green,Martin,False,Excellent,Excellent,Good,Good,6.0,1.57,,HK3 Wood YABC7G,141.19427
,2.0,111.0,Urban,67.0,,False,Oil Heating,False,True,2020-12-08,Yellow,Sandra,False,Good,Good,Good,Good,6.0,3.12,,VIFFEA Steel UN9H,287.80215
5.0,1.0,147.0,Urban,45.0,None,,Gas,False,True,2023-09-15,Gray,Maria,False,Good,Good,Excellent,Excellent,6.0,1.57,,ABZ5 Wood O2J Window,291.25267
1.0,,99.0,Rural,,,False,Oil Heating,False,True,2023-05-21,Yellow,,False,Poor,Good,Good,Good,14.0,2.01,,OITB Aluminum R9W4T9 Window,276.61132
3.0,5.0,140.0,Rural,37.0,None,True,Oil Heating,False,True,2021-10-14,White,Lukas,False,Good,Excellent,Excellent,Good,6.0,3.65,220.8,UTMHT10 Steel AESNYKK,528.74636
1.0,1.0,70.0,Urban,34.0,None,,Electric,False,True,2023-11-17,Gray,,False,Excellent,Excellent,Poor,Good,6.0,1.1,41.4,Steel ZQTAB,215.49704
2.0,1.0,108.0,Urban,,Good,False,Electric,True,True,2023-08-18,White,Daniel,False,Good,Poor,Excellent,Excellent,16.0,1.52,,Steel HYY Window,282.30084
1.0,,57.0,Rural,52.0,None,,Gas,False,True,2023-09-05,White,Daniel,False,Excellent,Good,Excellent,Good,6.0,3.38,,Wood J3G Window,232.06578
3.0,1.0,135.0,Rural,34.0,,False,Gas,True,False,2023-05-04,Gray,Stefan,False,Good,Good,Good,Good,6.0,1.3,138.0,2PJL Aluminum N9X0K Window,257.51668
1.0,1.0,39.0,Urban,30.0,None,,Oil,False,True,2022-03-01,White,,False,Excellent,Poor,Poor,Good,6.0,3.82,,2G7FD Steel 6J8DZVS Window,193.48875
1.0,,68.0,Rural,33.0,None,False,Electricity,False,True,2021-02-07,White,Florian,False,Excellent,Poor,Excellent,Excellent,6.0,3.34,,Aluminum DK791H Window,157.13444
2.0,2.0,79.0,Suburbann,55.0,Good,False,Gas,True,True,2022-10-26,Yellow,,False,Good,Excellent,Good,Poor,16.0,4.74,,Wood DHQ Window,135.98306
2.0,,116.0,Rural,71.0,None,,Oil Heating,False,True,2021-03-23,Gray,,False,Excellent,Good,Poor,Excellent,6.0,1.42,,FSOTB Steel C0H,430.58772
1.0,1.0,26.0,Suburbann,,None,True,Electricity,True,True,2023-06-07,White,Daniel,False,Excellent,Poor,Excellent,Good,6.0,1.87,15.0,ENZ6R Steel AZ1ZK4I,102.9578
2.0,2.0,94.0,Suburban,71.0,Good,False,Electric,False,True,2022-03-06,Gray,Roman,False,Poor,Good,Poor,Excellent,16.0,2.13,,IE9Y8D6 Steel JTS,148.14787
1.0,1.0,44.0,Suburban,,None,False,Electricity,True,True,2021-08-19,Yellow,,False,Excellent,Good,Poor,Good,6.0,3.63,26.4,9NSV4V Wood DAUX,73.78506
1.0,,58.0,Suburbann,48.0,None,False,Electric,True,True,2022-09-11,Yellow,Stefan,False,Excellent,Excellent,Good,Excellent,6.0,3.2,,Steel NWS,131.92244
4.0,1.0,132.0,Suburbann,69.0,,False,Electric,False,True,2021-01-15,Green,Natalie,False,Excellent,Good,Excellent,Good,46.0,3.08,,RYC Aluminum IR0 Window,159.75682
1.0,3.0,117.0,Rural,43.0,None,True,Electric,False,True,2022-08-01,Green,Daniel,False,Excellent,Excellent,Good,Good,6.0,1.83,,Wood D58,301.54461
3.0,4.0,140.0,Suburban,46.0,,,Oil,False,True,2022-06-05,Green,Florian,False,Good,Good,Good,Good,6.0,3.32,,Aluminum STUK,159.55393
1.0,,97.0,Urban,59.0,,False,Oil Heating,False,True,2022-08-27,Green,Natalie,False,Excellent,Poor,Good,Good,16.0,2.71,,KBDOTTR Aluminum JIP0P73 Window,209.50626
4.0,,132.0,Rural,19.0,None,False,Electricity,True,False,2022-07-30,Gray,Andreas,False,Poor,Poor,Excellent,Good,6.0,2.17,,Aluminum VSFAF Window,232.61816
1.0,1.0,21.0,Suburban,59.0,,True,Electricity,False,False,2022-03-27,White,,False,Good,Good,Excellent,Poor,6.0,3.58,12.6,HB1 Aluminum UPXE Window,24.1463
2.0,1.0,81.0,Rural,40.0,Excellent,False,Oil,True,True,2020-09-04,Gray,,False,Poor,Excellent,Good,Good,46.0,1.66,129.6,Wood 024GI7L,437.87888
3.0,,118.0,Rural,38.0,,,Gas,True,False,2023-03-18,Yellow,Laura,False,Good,Poor,Good,Excellent,6.0,2.98,,XOVQQA4 Wood S8TZ13,290.10207
1.0,2.0,87.0,Suburbann,49.0,None,False,Gas,True,True,2020-05-20,Gray,Lukas,False,Poor,Good,Good,Poor,6.0,2.15,,6PMH3 Aluminum ZNUZVRR Window,77.75157
1.0,,26.0,Suburban,50.0,None,,Electricity,False,True,2021-08-06,Yellow,Sabrina,False,Poor,Excellent,Good,Poor,6.0,4.11,15.0,Aluminum BUQ8M6Y Window,28.88098
1.0,3.0,119.0,Rural,23.0,None,False,Oil,True,True,2021-11-30,Gray,Johanna,False,Good,Good,Good,Good,6.0,1.54,190.4,Steel 2YDK98 Window,471.76136
,1.0,101.0,Rural,21.0,None,True,Electricity,False,True,2023-02-05,Yellow,Theresa,False,Good,Good,Excellent,Good,6.0,3.41,,Aluminum G3CQJ Window,204.96154
1.0,,88.0,Rural,59.0,,,Gas,False,True,2020-10-15,White,Stefan,False,Good,Good,Good,Good,6.0,1.4,,Steel FO1N Window,311.5711
5.0,4.0,145.0,Urban,59.0,Good,False,Oil,False,True,2021-11-06,,Sabrina,False,Poor,Poor,Good,Poor,16.0,1.44,235.2,VL7Q Aluminum 3A8NQ Window,288.94839
1.0,,43.0,Rural,27.0,Excellent,False,Gas,True,True,2022-08-10,Yellow,Stefan,False,Good,Excellent,Excellent,Good,46.0,2.7,,92T6M1 Wood 26E00,371.75419
1.0,1.0,39.0,Urban,20.0,None,,Gas,False,False,2021-05-24,Gray,Maria,False,Good,Good,Good,Good,6.0,3.09,,Wood HYAEV5F,110.07285
1.0,,48.0,Urban,-60.0,,False,Electric,False,True,2021-08-25,White,,False,Excellent,Poor,Poor,Poor,16.0,2.59,28.8,NLD6AJW Steel KMPSC,182.6915
4.0,,150.0,Urban,21.0,Good,False,Electricity,True,True,2024-03-24,Gray,,False,Good,Excellent,Poor,Good,16.0,2.37,,Steel XQKJ Window,355.05239
1.0,1.0,90.0,Rural,50.0,None,,Oil Heating,False,True,2024-02-21,Green,,False,Excellent,Good,Good,Good,6.0,2.19,142.4,Wood 738Q Window,323.8708
3.0,5.0,140.0,Urban,69.0,Good,False,Oil,False,False,2022-03-12,White,Laura,False,Poor,Good,Excellent,Good,16.0,1.66,,RDDOY Wood ITF Window,284.56
1.0,1.0,27.0,Suburban,70.0,None,False,Electricity,True,True,2022-10-02,White,Lukas,False,Good,Good,Good,Good,6.0,1.97,16.2,GK7007 Aluminum SGBKYQE,37.39334
1.0,1.0,93.0,Urban,,,,Gas,True,True,2021-08-13,Yellow,Sandra,False,Good,Good,Excellent,Good,16.0,4.16,,DASSR Aluminum MC53NT,172.54066
1.0,1.0,34.0,Urban,65.0,Good,False,Electric,True,True,2022-05-20,Yellow,Daniel,False,Poor,Poor,Good,Good,16.0,1.46,21.0,FF2GZ Wood RG7J,140.61781
2.0,1.0,77.0,Suburban,53.0,None,True,Oil Heating,False,True,2023-02-13,White,,False,Good,Excellent,Good,Good,6.0,1.32,,Wood 6XA,126.02625
1.0,1.0,72.0,Suburban,24.0,,False,Oil,True,True,2020-12-03,Gray,Natalie,False,Excellent,Good,Good,Good,14.0,2.43,,60KMC Steel CEWWV,165.28541
1.0,2.0,-270.0,Urban,60.0,Good,False,Gas,True,False,2021-08-13,Gray,,False,Good,Good,Good,Good,16.0,1.17,,OEB Wood LG60,190.01829
1.0,,59.0,Suburban,57.0,Good,True,Oil,True,True,2022-04-08,White,,False,Poor,Good,Poor,Excellent,16.0,3.16,94.4,YY99X Steel PNCI7 Window,153.53216
1.0,2.0,72.0,Urban,42.0,,,Electric,False,False,2020-02-10,Yellow,,False,Excellent,Excellent,Good,Excellent,16.0,2.16,,V7JIG35 Aluminum 2BLUIOI Window,118.58148
1.0,,105.0,Urban,51.0,None,False,Gas,True,True,2022-06-03,Gray,Theresa,False,Excellent,Excellent,Excellent,Excellent,6.0,1.17,105.0,Steel 4O1AQPV Window,289.51353
3.0,2.0,109.0,Rural,54.0,,False,Oil Heating,False,True,2020-09-12,,,False,Good,Good,Excellent,Excellent,16.0,3.06,176.0,K18KW Wood CLVR6,403.71974
2.0,1.0,68.0,Rural,,None,True,Oil,False,True,2022-08-10,Gray,Andreas,False,Good,Good,Good,Excellent,6.0,2.45,108.8,Wood ZBF6P,262.73785
2.0,1.0,119.0,Suburbann,32.0,None,False,Electricity,False,False,2023-02-28,Gray,,False,Excellent,Excellent,Excellent,Good,6.0,2.92,70.8,D1F1 Aluminum IRGJWW,84.84934
1.0,1.0,34.0,Rural,,None,False,Electricity,False,False,2023-01-11,Green,Stefan,False,Excellent,Good,Good,Good,6.0,3.29,19.2,Steel SCY,192.34024
1.0,1.0,72.0,Urban,21.0,None,False,Electricity,False,False,2022-09-20,White,Natalie,False,Good,Good,Good,Excellent,6.0,1.81,,SNOG Wood NI1P1,137.5097
5.0,2.0,131.0,Urban,70.0,Excellent,False,Gas,True,True,2023-06-07,White,,False,Poor,Good,Good,Good,46.0,3.77,131.0,Aluminum GB1V,316.84415
1.0,1.0,47.0,Urban,24.0,None,,Oil,False,False,2022-04-29,Gray,Denis,False,Good,Good,Good,Excellent,6.0,2.5,73.6,ACL Wood 21F20,136.81774
1.0,1.0,57.0,Suburbann,19.0,None,False,Electric,True,False,2021-05-16,Gray,Johanna,False,Poor,Good,Poor,Good,6.0,2.07,,Steel 47MH Window,95.61331
2.0,,149.0,Rural,67.0,None,True,Electricity,False,False,2021-03-01,Green,Daniel,False,Excellent,Good,Excellent,Good,6.0,2.62,88.8,Wood HOQ34HA,260.34742
2.0,1.0,133.0,Rural,47.0,None,False,Gas,False,True,2021-04-01,Yellow,,False,Good,Excellent,Good,Excellent,6.0,3.09,133.0,GYDRHW Aluminum LK1,273.45159
3.0,3.0,111.0,Suburbann,50.0,Good,,Electric,False,False,2021-08-01,Green,Andreas,False,Good,Good,Excellent,Good,16.0,2.07,65.4,HE12W Wood LA1 Window,116.4722
,1.0,63.0,Urban,29.0,None,False,Oil,True,False,2022-07-09,Yellow,Roman,False,Good,Good,Good,Excellent,6.0,3.21,,Steel 2H54XY Window,211.86289
1.0,,60.0,Urban,54.0,Good,,Oil,False,True,2021-01-14,Yellow,Florian,False,Good,Excellent,Poor,Good,16.0,2.64,,Steel Q43,249.05073
1.0,1.0,98.0,Rural,43.0,None,False,Gas,True,True,2021-10-01,Green,Sabrina,False,Good,Good,Good,Excellent,6.0,2.83,,UMXP0 Aluminum 9U9D3,223.03217
1.0,2.0,97.0,Rural,8.0,None,False,Gas,True,True,2022-04-04,Green,Johanna,False,Good,Good,Good,Good,6.0,2.62,97.0,I3X9YDZ Steel G3HLWG,382.24794
2.0,,119.0,Suburban,18.0,None,True,Gas,False,True,2022-04-14,Green,Daniel,False,Good,Good,Excellent,Poor,6.0,3.24,118.0,Wood G8C Window,144.72522
1.0,1.0,64.0,Rural,50.0,,,Oil,False,True,2022-08-27,White,Martin,False,Good,Good,Poor,Excellent,6.0,3.74,104.0,CTRF17Y Wood 47XLO,253.81632
2.0,1.0,72.0,Suburban,,None,False,Gas,False,True,2023-03-20,Green,Lukas,False,Good,Good,Good,Excellent,6.0,1.89,73.0,4Z9 Wood UFJR5T,103.08882
1.0,2.0,125.0,Rural,,,False,Electricity,False,True,2022-08-24,Gray,Florian,False,Good,Excellent,Good,Good,6.0,3.09,,Wood URKWK,5636.4418000000005
1.0,4.0,149.0,Urban,35.0,None,False,Gas,False,True,2023-05-01,Yellow,Lukas,False,Good,Good,Good,Good,6.0,1.84,147.0,9HD3HL Aluminum VY2FPE,223.77209
1.0,1.0,29.0,Suburbann,,Excellent,,Oil,False,True,2021-10-01,Yellow,Maria,False,Excellent,Good,Poor,Excellent,46.0,2.55,46.4,JJY2PY Aluminum 4TSP0C,103.70359
