Bedrooms,Bathrooms,SquareFootageHouse,Location_Rural,Location_Suburban,Location_Urban,Age,PoolQuality,HeatingType_Electricity,HeatingType_Gas,HeatingType_Oil,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor_Gray,HouseColor_Green,HouseColor_White,HouseColor_Yellow,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames_Aluminum,WindowModelNames_Steel,WindowModelNames_Wood,Price
2,2,89.0,1.0,0.0,0.0,62.0,0,0.0,0.0,1.0,1,1,41,0.0,0.0,1.0,0.0,0,3,3,2,2,6,1.72,141.4345535033435,0.0,1.0,0.0,399.92552
1,1,93.0,0.0,0.0,1.0,44.0,3,0.0,0.0,1.0,1,1,42,1.0,0.0,0.0,0.0,0,2,2,1,2,46,2.96,147.2,1.0,0.0,0.0,267.92421
2,2,143.0,0.0,0.0,1.0,56.0,0,0.0,0.0,1.0,1,1,41,0.0,1.0,0.0,0.0,0,3,2,1,1,6,2.31,232.0,0.0,1.0,0.0,344.03748
2,2,115.0,0.0,0.0,1.0,41.0,0,0.0,1.0,0.0,0,1,40,0.0,0.0,0.0,1.0,0,3,3,3,1,6,1.35,114.0,1.0,0.0,0.0,178.71534
1,1,68.0,1.0,0.0,0.0,60.0,3,1.0,0.0,0.0,0,1,7,0.0,0.0,0.0,1.0,0,3,3,3,1,46,1.79,40.8,0.0,1.0,0.0,440.77934
1,5,150.0,0.0,1.0,0.0,48.0,1,0.0,0.0,1.0,0,1,6,0.0,0.0,0.0,1.0,0,3,1,1,1,14,2.74,238.68250053949757,1.0,0.0,0.0,168.82725
4,1,136.0,1.0,0.0,0.0,25.0,2,1.0,0.0,0.0,0,0,38,0.0,0.0,0.0,1.0,0,3,2,2,2,16,2.12,115.56636456710723,0.0,1.0,0.0,356.37917
1,1,36.0,1.0,0.0,0.0,60.0,2,1.0,0.0,0.0,0,1,18,0.0,0.0,1.0,0.0,0,1,2,3,3,16,3.1,21.6,1.0,0.0,0.0,137.6421
1,1,31.0,1.0,0.0,0.0,45.0,0,0.0,0.0,1.0,0,1,13,0.0,1.0,0.0,0.0,0,3,2,2,2,6,2.94,49.6,0.0,0.0,1.0,194.63095
1,5,137.0,0.0,0.0,1.0,48.0,0,1.0,0.0,0.0,0,1,17,1.0,0.0,0.0,0.0,0,1,2,2,3,6,3.15,81.6,0.0,0.0,1.0,228.76437
1,1,105.0,0.0,1.0,0.0,52.0,1,0.0,1.0,0.0,0,1,42,1.0,0.0,0.0,0.0,0,3,1,2,2,14,1.19,106.0,0.0,0.0,1.0,129.33894
2,1,76.0,1.0,0.0,0.0,63.0,0,0.0,0.0,1.0,1,1,12,0.0,0.0,0.0,1.0,0,1,2,2,2,6,2.16,120.0,1.0,0.0,0.0,220.56655
1,2,110.0,1.0,0.0,0.0,71.0,2,1.0,0.0,0.0,0,1,1,0.0,0.0,0.0,1.0,0,3,1,2,2,16,3.29,88.4543306011504,1.0,0.0,0.0,234.84885
2,2,81.0,1.0,0.0,0.0,24.0,0,0.0,0.0,1.0,0,1,15,0.0,1.0,0.0,0.0,0,1,2,3,1,6,1.57,129.6,0.0,1.0,0.0,378.74259
2,2,82.0,0.0,0.0,1.0,57.0,2,0.0,0.0,1.0,1,1,48,0.0,0.0,1.0,0.0,0,2,1,3,3,16,3.31,130.30144937174083,0.0,0.0,1.0,245.72987
1,1,95.0,0.0,1.0,0.0,39.0,0,0.0,1.0,0.0,0,0,39,0.0,0.0,0.0,1.0,0,3,2,2,3,6,2.38,94.0,1.0,0.0,0.0,76.53019
1,1,38.0,0.0,0.0,1.0,51.0,0,0.0,0.0,1.0,0,0,3,1.0,0.0,0.0,0.0,0,1,2,3,2,6,2.42,60.61791085765956,0.0,1.0,0.0,167.95248
1,2,105.0,0.0,0.0,1.0,46.0,0,1.0,0.0,0.0,1,0,35,0.0,0.0,1.0,0.0,0,2,2,3,1,6,1.36,63.0,0.0,1.0,0.0,200.93416
1,2,87.0,0.0,0.0,1.0,46.0,0,0.0,0.0,1.0,0,0,31,0.0,0.0,0.0,1.0,0,1,2,2,1,6,4.2,136.0,0.0,1.0,0.0,213.13728
1,1,23.0,0.0,1.0,0.0,46.0,2,0.0,0.0,1.0,0,1,19,0.0,0.0,0.0,1.0,0,3,2,3,3,16,2.97,39.011131961319165,1.0,0.0,0.0,68.85509
2,1,128.0,0.0,1.0,0.0,32.0,0,1.0,0.0,0.0,1,0,10,0.0,0.0,1.0,0.0,0,3,3,1,1,6,3.65,95.87997009749158,0.0,0.0,1.0,113.59548
3,2,116.0,0.0,1.0,0.0,17.0,2,1.0,0.0,0.0,0,1,19,0.0,0.0,1.0,0.0,0,1,2,2,1,16,3.47,69.6,0.0,1.0,0.0,170.72355
1,1,118.0,1.0,0.0,0.0,56.0,1,1.0,0.0,0.0,1,1,38,0.0,1.0,0.0,0.0,0,3,2,2,1,14,1.92,94.36503972170672,1.0,0.0,0.0,228.78711
3,3,111.0,0.0,1.0,0.0,58.0,3,1.0,0.0,0.0,0,1,28,0.0,0.0,0.0,1.0,0,1,2,2,3,46,1.65,66.6,1.0,0.0,0.0,150.25164
1,1,28.0,1.0,0.0,0.0,42.0,0,0.0,0.0,1.0,1,0,40,0.0,0.0,0.0,1.0,0,2,2,3,2,6,3.21,44.8,0.0,0.0,1.0,161.61702
3,3,129.0,1.0,0.0,0.0,43.0,2,0.0,0.0,1.0,0,1,26,1.0,0.0,0.0,0.0,0,2,2,3,2,16,2.05,208.53673378802742,0.0,0.0,1.0,441.43649
2,2,72.0,0.0,1.0,0.0,35.0,3,0.0,0.0,1.0,1,1,45,0.0,0.0,1.0,0.0,0,3,2,2,1,46,3.62,102.4,0.0,0.0,1.0,175.20059
2,1,76.0,0.0,1.0,0.0,16.0,0,1.0,0.0,0.0,1,1,15,1.0,0.0,0.0,0.0,0,2,2,1,2,6,1.84,57.25422054123928,0.0,0.0,1.0,106.83063
1,1,77.0,1.0,0.0,0.0,49.0,0,1.0,0.0,0.0,0,1,19,0.0,1.0,0.0,0.0,0,3,2,2,1,6,2.48,70.58834657390224,1.0,0.0,0.0,184.86913666666666
3,1,100.0,1.0,0.0,0.0,51.0,0,1.0,0.0,0.0,0,1,41,0.0,0.0,0.0,1.0,0,2,3,1,1,6,3.65,61.2,0.0,0.0,1.0,241.55006
1,1,68.0,1.0,0.0,0.0,44.0,0,1.0,0.0,0.0,0,1,16,0.0,1.0,0.0,0.0,0,2,2,2,2,6,1.54,57.403476259316754,0.0,1.0,0.0,281.054
1,1,25.0,1.0,0.0,0.0,59.0,0,0.0,0.0,1.0,0,1,23,0.0,0.0,0.0,1.0,0,3,2,2,3,6,2.71,39.6711233532982,0.0,0.0,1.0,180.73478
2,2,94.0,1.0,0.0,0.0,57.0,0,0.0,1.0,0.0,1,1,33,0.0,1.0,0.0,0.0,0,1,2,3,2,6,1.8,93.0,0.0,0.0,1.0,285.25334
1,1,45.0,1.0,0.0,0.0,53.0,0,0.0,1.0,0.0,0,1,11,0.0,1.0,0.0,0.0,0,3,2,1,1,6,2.97,46.0,1.0,0.0,0.0,111.84633
3,2,113.0,0.0,0.0,1.0,19.0,0,1.0,0.0,0.0,1,0,6,0.0,1.0,0.0,0.0,0,2,2,2,3,6,3.42,67.2,1.0,0.0,0.0,149.87726
1,2,89.0,0.0,1.0,0.0,59.0,0,0.0,1.0,0.0,0,0,41,1.0,0.0,0.0,0.0,0,3,2,3,2,6,1.4,67.37638648302217,0.0,1.0,0.0,120.2685
2,1,69.0,0.0,0.0,1.0,37.0,3,1.0,0.0,0.0,0,0,19,0.0,0.0,0.0,1.0,0,1,2,2,2,46,2.69,54.22844519686714,1.0,0.0,0.0,167.58911
1,1,55.0,0.0,0.0,1.0,62.0,0,0.0,1.0,0.0,0,0,30,0.0,1.0,0.0,0.0,0,3,3,2,2,6,2.62,43.688736506067244,0.0,1.0,0.0,168.8283
1,1,37.0,0.0,0.0,1.0,33.0,1,1.0,0.0,0.0,0,1,5,0.0,0.0,1.0,0.0,0,1,1,3,2,14,1.34,28.07890662949262,1.0,0.0,0.0,87.24781
1,1,42.0,1.0,0.0,0.0,45.0,1,0.0,0.0,1.0,0,1,24,0.0,0.0,0.0,1.0,0,1,2,2,2,14,3.27,65.6,0.0,1.0,0.0,324.4365066666667
2,1,112.0,0.0,1.0,0.0,24.0,0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,1.0,0,2,2,2,3,6,2.16,178.27929023151933,0.0,1.0,0.0,171.46803
3,1,112.0,0.0,0.0,1.0,23.0,0,1.0,0.0,0.0,0,1,31,0.0,0.0,1.0,0.0,0,1,1,3,3,6,2.31,66.0,0.0,1.0,0.0,248.17958
1,1,50.0,0.0,1.0,0.0,71.0,0,1.0,0.0,0.0,0,1,8,1.0,0.0,0.0,0.0,0,1,2,1,3,6,2.76,30.6,0.0,0.0,1.0,73.09508
2,1,87.0,0.0,0.0,1.0,23.0,0,0.0,0.0,1.0,0,1,36,0.0,0.0,1.0,0.0,0,3,2,1,2,6,3.22,138.4265379370218,0.0,0.0,1.0,217.45449
2,2,62.0,1.0,0.0,0.0,40.0,2,0.0,0.0,1.0,0,1,5,0.0,0.0,1.0,0.0,0,2,1,1,1,16,2.49,99.2,1.0,0.0,0.0,215.92375
1,1,49.0,0.0,1.0,0.0,47.0,2,0.0,1.0,0.0,1,1,6,0.0,0.0,0.0,1.0,0,3,3,1,2,16,3.6,50.0,0.0,1.0,0.0,148.58622
1,1,66.0,0.0,1.0,0.0,45.0,0,1.0,0.0,0.0,0,1,36,0.0,0.0,1.0,0.0,0,1,3,2,2,6,3.63,49.95240840380552,0.0,1.0,0.0,108.4708
2,2,89.0,0.0,0.0,1.0,60.0,0,0.0,0.0,1.0,0,1,3,0.0,1.0,0.0,0.0,0,3,2,2,3,6,2.11,142.4,0.0,1.0,0.0,296.13536
2,2,111.0,1.0,0.0,0.0,58.0,0,1.0,0.0,0.0,1,1,24,0.0,1.0,0.0,0.0,0,2,3,2,2,6,2.83,67.2,0.0,0.0,1.0,299.62257
3,3,128.0,0.0,1.0,0.0,38.0,1,0.0,0.0,1.0,0,0,6,0.0,0.0,1.0,0.0,0,2,2,2,3,14,2.66,203.3443709919114,1.0,0.0,0.0,137.88959
2,4,148.0,1.0,0.0,0.0,6.0,0,0.0,1.0,0.0,0,0,50,0.0,1.0,0.0,0.0,0,3,2,3,2,6,1.7,149.0,1.0,0.0,0.0,269.37805
5,2,144.0,0.0,0.0,1.0,49.0,0,0.0,1.0,0.0,0,0,19,0.0,1.0,0.0,0.0,0,3,3,2,3,6,1.73,115.07982437683756,0.0,0.0,1.0,238.1056
2,3,149.0,0.0,1.0,0.0,27.0,2,1.0,0.0,0.0,0,1,50,1.0,0.0,0.0,0.0,0,2,3,3,1,16,3.06,88.8,1.0,0.0,0.0,126.39993
1,1,52.0,1.0,0.0,0.0,58.0,2,0.0,0.0,1.0,1,1,29,0.0,1.0,0.0,0.0,0,2,2,1,1,16,2.38,80.0,0.0,0.0,1.0,255.80804
2,1,90.0,0.0,1.0,0.0,33.0,0,0.0,1.0,0.0,1,1,34,0.0,0.0,0.0,1.0,0,1,3,2,3,6,3.55,91.0,0.0,1.0,0.0,158.05775
1,1,47.0,0.0,0.0,1.0,45.0,2,0.0,0.0,1.0,0,1,30,0.0,0.0,1.0,0.0,0,2,2,1,2,16,3.62,72.0,0.0,0.0,1.0,172.38738
2,2,128.0,1.0,0.0,0.0,45.0,2,1.0,0.0,0.0,0,1,27,0.0,0.0,0.0,1.0,0,3,2,3,3,16,1.61,76.8,0.0,1.0,0.0,414.28911
1,3,133.0,0.0,1.0,0.0,49.0,1,1.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1.0,0,1,3,2,3,14,4.26,78.0,0.0,0.0,1.0,156.55056
1,1,81.0,1.0,0.0,0.0,55.0,3,0.0,0.0,1.0,1,0,46,1.0,0.0,0.0,0.0,0,3,3,3,2,46,1.58,129.6,0.0,1.0,0.0,427.8054
1,1,44.0,0.0,1.0,0.0,42.0,2,1.0,0.0,0.0,1,1,44,0.0,0.0,0.0,1.0,0,3,2,1,2,16,2.18,27.0,1.0,0.0,0.0,66.78342
1,1,87.0,0.0,0.0,1.0,69.0,2,0.0,1.0,0.0,1,0,40,0.0,0.0,1.0,0.0,0,3,1,3,2,16,3.8,87.0,0.0,1.0,0.0,222.32066
1,1,29.0,0.0,0.0,1.0,17.0,1,1.0,0.0,0.0,1,1,19,0.0,0.0,0.0,1.0,0,2,2,2,2,14,4.2,17.4,0.0,1.0,0.0,204.59202
3,1,133.0,1.0,0.0,0.0,53.0,1,0.0,0.0,1.0,0,1,9,0.0,1.0,0.0,0.0,0,1,1,3,2,14,2.57,212.8,0.0,1.0,0.0,512.12759
1,1,43.0,0.0,0.0,1.0,45.0,2,0.0,1.0,0.0,0,0,33,1.0,0.0,0.0,0.0,0,3,3,3,2,16,2.92,43.0,0.0,0.0,1.0,147.2703
1,1,40.0,0.0,1.0,0.0,40.0,2,0.0,0.0,1.0,1,1,19,0.0,0.0,1.0,0.0,0,2,3,3,1,16,2.68,60.8,1.0,0.0,0.0,83.36476
3,2,101.0,1.0,0.0,0.0,40.0,0,1.0,0.0,0.0,0,1,29,0.0,0.0,0.0,1.0,0,2,2,2,3,6,2.42,61.2,1.0,0.0,0.0,186.01169
1,2,98.0,1.0,0.0,0.0,57.0,1,0.0,1.0,0.0,0,1,12,0.0,0.0,1.0,0.0,0,3,3,2,3,14,2.55,86.84933060837577,0.0,1.0,0.0,408.79793
1,1,25.0,0.0,0.0,1.0,42.0,0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0.0,0,2,2,3,3,6,2.38,41.6,0.0,0.0,1.0,142.08871
2,1,81.0,1.0,0.0,0.0,16.0,1,1.0,0.0,0.0,0,1,17,0.0,1.0,0.0,0.0,0,1,2,2,2,14,3.1,67.42760805173782,0.0,0.0,1.0,273.90897
1,1,30.0,1.0,0.0,0.0,59.0,0,1.0,0.0,0.0,1,0,26,1.0,0.0,0.0,0.0,0,2,2,3,3,6,2.06,23.102204340383217,1.0,0.0,0.0,93.03821
4,5,143.0,0.0,0.0,1.0,43.0,0,0.0,0.0,1.0,0,1,40,0.0,0.0,1.0,0.0,0,2,2,3,2,6,3.42,230.93305299383326,0.0,1.0,0.0,374.25012
2,4,130.0,0.0,1.0,0.0,60.0,2,0.0,0.0,1.0,1,1,9,0.0,0.0,1.0,0.0,0,1,2,1,1,16,3.73,207.6054003243536,0.0,1.0,0.0,227.95583
1,2,70.0,0.0,0.0,1.0,48.0,1,0.0,0.0,1.0,0,0,5,0.0,1.0,0.0,0.0,0,2,3,1,2,14,2.2,110.4,0.0,0.0,1.0,183.28112
1,2,60.0,0.0,1.0,0.0,64.0,3,0.0,0.0,1.0,0,1,13,0.0,0.0,0.0,1.0,0,2,3,1,3,46,3.6,97.6,0.0,1.0,0.0,204.95697
3,3,139.0,0.0,1.0,0.0,51.0,0,1.0,0.0,0.0,0,1,23,0.0,0.0,1.0,0.0,0,3,2,2,2,6,3.57,107.32935309979342,0.0,1.0,0.0,171.29398
1,1,48.0,0.0,1.0,0.0,48.0,0,0.0,0.0,1.0,1,1,6,1.0,0.0,0.0,0.0,0,2,2,3,1,6,1.55,76.99107562801011,0.0,1.0,0.0,135.02951
1,1,118.0,0.0,0.0,1.0,47.0,2,0.0,0.0,1.0,1,1,46,0.0,1.0,0.0,0.0,0,2,3,2,3,16,2.91,188.86386881000288,0.0,0.0,1.0,296.38104
1,1,35.0,0.0,0.0,1.0,53.0,1,0.0,0.0,1.0,1,1,4,0.0,0.0,0.0,1.0,0,3,2,1,2,14,1.37,55.781803058507855,0.0,0.0,1.0,171.5354
2,2,66.0,0.0,1.0,0.0,44.0,3,0.0,0.0,1.0,1,1,23,0.0,0.0,1.0,0.0,0,2,3,3,2,46,2.0,105.6,1.0,0.0,0.0,152.6429
1,1,25.0,0.0,0.0,1.0,64.0,0,0.0,0.0,1.0,0,1,12,0.0,1.0,0.0,0.0,0,2,2,2,2,6,1.63,84.8,0.0,0.0,1.0,161.22875
1,2,69.0,0.0,1.0,0.0,50.0,0,1.0,0.0,0.0,0,1,18,0.0,1.0,0.0,0.0,0,3,2,2,1,6,3.07,41.4,0.0,0.0,1.0,91.34446
1,1,56.0,0.0,1.0,0.0,58.0,0,0.0,0.0,1.0,1,1,43,1.0,0.0,0.0,0.0,0,3,2,2,2,6,2.47,88.0,1.0,0.0,0.0,73.86767
3,2,107.0,0.0,1.0,0.0,39.0,3,0.0,0.0,1.0,0,0,11,0.0,1.0,0.0,0.0,0,2,1,2,1,46,3.28,169.6,0.0,0.0,1.0,411.72817
2,2,103.0,0.0,1.0,0.0,39.0,2,0.0,0.0,1.0,0,0,25,0.0,1.0,0.0,0.0,0,2,2,2,3,16,1.87,163.83926064596156,0.0,0.0,1.0,135.91764
4,3,146.0,1.0,0.0,0.0,40.0,0,1.0,0.0,0.0,1,1,22,0.0,0.0,1.0,0.0,0,1,2,1,3,6,3.89,127.5610270057805,0.0,1.0,0.0,420.10433
2,2,88.0,0.0,1.0,0.0,41.0,0,0.0,1.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0,3,2,3,1,6,2.86,88.0,0.0,0.0,1.0,105.10886
5,5,148.0,1.0,0.0,0.0,42.0,2,0.0,0.0,1.0,0,1,44,0.0,1.0,0.0,0.0,0,2,2,2,1,16,1.65,235.2,0.0,1.0,0.0,558.00263
1,1,27.0,0.0,1.0,0.0,16.0,2,0.0,0.0,1.0,1,1,36,0.0,1.0,0.0,0.0,0,3,3,2,2,16,2.52,41.6,0.0,1.0,0.0,137.84253
1,1,29.0,0.0,0.0,1.0,43.0,1,0.0,1.0,0.0,0,1,40,0.0,1.0,0.0,0.0,0,2,2,3,3,14,3.28,29.0,0.0,0.0,1.0,145.48298
1,1,77.0,1.0,0.0,0.0,40.0,0,1.0,0.0,0.0,0,1,40,0.0,0.0,1.0,0.0,0,3,3,1,3,6,3.23,46.8,0.0,1.0,0.0,298.24837
1,3,120.0,0.0,1.0,0.0,31.0,2,0.0,0.0,1.0,1,0,28,1.0,0.0,0.0,0.0,0,2,1,3,1,16,1.35,190.83331620501104,0.0,0.0,1.0,152.20193
2,1,81.0,0.0,0.0,1.0,39.0,2,0.0,0.0,1.0,0,1,45,0.0,0.0,0.0,1.0,0,2,2,2,3,16,3.02,129.6,1.0,0.0,0.0,186.62679
1,1,37.0,0.0,0.0,1.0,50.0,2,0.0,0.0,1.0,1,1,49,0.0,0.0,1.0,0.0,0,3,2,3,3,16,3.69,60.27800460403043,0.0,0.0,1.0,187.1429
1,3,99.0,0.0,1.0,0.0,57.0,0,1.0,0.0,0.0,0,0,39,1.0,0.0,0.0,0.0,0,3,3,2,1,6,1.37,60.0,0.0,0.0,1.0,90.71279
1,1,26.0,1.0,0.0,0.0,36.0,1,0.0,1.0,0.0,0,0,42,0.0,0.0,0.0,1.0,0,1,2,2,2,14,3.85,20.110208726188553,1.0,0.0,0.0,89.84735
1,1,32.0,0.0,0.0,1.0,43.0,2,0.0,0.0,1.0,0,0,6,0.0,1.0,0.0,0.0,0,2,2,1,1,16,3.13,52.8,0.0,0.0,1.0,131.3601
1,2,67.0,0.0,1.0,0.0,30.0,0,0.0,1.0,0.0,0,1,46,0.0,0.0,1.0,0.0,0,2,3,2,2,6,2.69,68.0,0.0,0.0,1.0,101.43005
2,3,118.0,0.0,0.0,1.0,33.0,2,0.0,1.0,0.0,0,1,5,0.0,0.0,0.0,1.0,0,3,2,3,2,16,4.62,116.0,0.0,1.0,0.0,329.73993
2,2,92.0,0.0,0.0,1.0,33.0,0,0.0,0.0,1.0,0,1,31,0.0,0.0,1.0,0.0,0,2,1,2,2,6,1.88,148.8,0.0,1.0,0.0,277.38795
1,1,23.0,0.0,1.0,0.0,49.0,0,0.0,0.0,1.0,1,0,5,0.0,0.0,0.0,1.0,0,2,3,1,1,6,4.41,38.485141344323516,0.0,1.0,0.0,92.13565
2,1,86.0,0.0,0.0,1.0,54.0,0,0.0,1.0,0.0,0,0,32,1.0,0.0,0.0,0.0,0,2,3,3,2,6,3.07,87.0,0.0,0.0,1.0,161.41243
1,1,47.0,0.0,1.0,0.0,46.0,0,0.0,0.0,1.0,0,0,6,0.0,0.0,1.0,0.0,0,1,3,3,3,6,3.28,75.2,1.0,0.0,0.0,58.92995
1,2,71.0,0.0,0.0,1.0,36.0,3,0.0,1.0,0.0,1,1,1,0.0,1.0,0.0,0.0,0,2,2,3,2,46,1.78,73.0,0.0,0.0,1.0,309.18281
1,1,39.0,1.0,0.0,0.0,29.0,0,1.0,0.0,0.0,1,0,13,1.0,0.0,0.0,0.0,0,2,1,2,3,6,1.23,23.4,1.0,0.0,0.0,101.21863
1,1,47.0,1.0,0.0,0.0,55.0,0,0.0,0.0,1.0,0,1,8,1.0,0.0,0.0,0.0,0,3,2,3,2,6,2.6,74.06059163653319,0.0,0.0,1.0,226.44758
3,3,135.0,1.0,0.0,0.0,50.0,0,1.0,0.0,0.0,0,0,25,0.0,0.0,0.0,1.0,0,2,1,3,1,6,4.82,81.6,1.0,0.0,0.0,196.23115
1,1,56.0,0.0,0.0,1.0,45.0,0,1.0,0.0,0.0,0,1,40,0.0,1.0,0.0,0.0,0,3,3,2,2,6,1.57,43.595303349876964,0.0,0.0,1.0,141.19427
2,2,111.0,0.0,0.0,1.0,67.0,0,0.0,0.0,1.0,0,1,39,0.0,0.0,0.0,1.0,0,2,2,2,2,6,3.12,177.3914616328804,0.0,1.0,0.0,287.80215
5,1,147.0,0.0,0.0,1.0,45.0,0,0.0,1.0,0.0,0,1,6,1.0,0.0,0.0,0.0,0,2,2,3,3,6,1.57,120.62263369370046,0.0,0.0,1.0,291.25267
1,1,99.0,1.0,0.0,0.0,50.0,1,0.0,0.0,1.0,0,1,10,0.0,0.0,0.0,1.0,0,1,2,2,2,14,2.01,157.8229258731075,1.0,0.0,0.0,276.61132
3,5,140.0,1.0,0.0,0.0,37.0,0,0.0,0.0,1.0,0,1,29,0.0,0.0,1.0,0.0,0,2,3,3,2,6,3.65,220.8,0.0,1.0,0.0,528.74636
1,1,70.0,0.0,0.0,1.0,34.0,0,1.0,0.0,0.0,0,1,4,1.0,0.0,0.0,0.0,0,3,3,1,2,6,1.1,41.4,0.0,1.0,0.0,215.49704
2,1,108.0,0.0,0.0,1.0,40.0,2,1.0,0.0,0.0,1,1,7,0.0,0.0,1.0,0.0,0,2,1,3,3,16,1.52,89.16096177670353,0.0,1.0,0.0,282.30084
1,1,57.0,1.0,0.0,0.0,52.0,0,0.0,1.0,0.0,0,1,6,0.0,0.0,1.0,0.0,0,3,2,3,2,6,3.38,47.164856362708946,0.0,0.0,1.0,232.06578
3,1,135.0,1.0,0.0,0.0,34.0,0,0.0,1.0,0.0,1,0,10,1.0,0.0,0.0,0.0,0,2,2,2,2,6,1.3,138.0,1.0,0.0,0.0,257.51668
1,1,39.0,0.0,0.0,1.0,30.0,0,0.0,0.0,1.0,0,1,24,0.0,0.0,1.0,0.0,0,3,1,1,2,6,3.82,61.76363111812458,0.0,1.0,0.0,193.48875
1,1,68.0,1.0,0.0,0.0,33.0,0,1.0,0.0,0.0,0,1,37,0.0,0.0,1.0,0.0,0,3,1,3,3,6,3.34,53.11075485457566,1.0,0.0,0.0,157.13444
2,2,79.0,0.0,1.0,0.0,55.0,2,0.0,1.0,0.0,1,1,17,0.0,0.0,0.0,1.0,0,2,3,2,1,16,4.74,60.575718039565025,0.0,0.0,1.0,135.98306
2,3,116.0,1.0,0.0,0.0,71.0,0,0.0,0.0,1.0,0,1,36,1.0,0.0,0.0,0.0,0,3,2,1,3,6,1.42,186.6302561102246,0.0,1.0,0.0,430.58772
1,1,26.0,0.0,1.0,0.0,51.0,0,1.0,0.0,0.0,1,1,9,0.0,0.0,1.0,0.0,0,3,1,3,2,6,1.87,15.0,0.0,1.0,0.0,102.9578
2,2,94.0,0.0,1.0,0.0,71.0,2,1.0,0.0,0.0,0,1,24,1.0,0.0,0.0,0.0,0,1,2,1,3,16,2.13,72.27869029648565,0.0,1.0,0.0,148.14787
1,1,44.0,0.0,1.0,0.0,43.0,0,1.0,0.0,0.0,1,1,31,0.0,0.0,0.0,1.0,0,3,2,1,2,6,3.63,26.4,0.0,0.0,1.0,73.78506
1,1,58.0,0.0,1.0,0.0,48.0,0,1.0,0.0,0.0,1,1,18,0.0,0.0,0.0,1.0,0,3,3,2,3,6,3.2,44.79816578009752,0.0,1.0,0.0,131.92244
4,1,132.0,0.0,1.0,0.0,69.0,3,1.0,0.0,0.0,0,1,38,0.0,1.0,0.0,0.0,0,3,2,3,2,46,3.08,101.39227458562534,1.0,0.0,0.0,159.75682
1,3,117.0,1.0,0.0,0.0,43.0,0,1.0,0.0,0.0,0,1,19,0.0,1.0,0.0,0.0,0,3,3,2,2,6,1.83,97.27015595019853,0.0,0.0,1.0,301.54461
3,4,140.0,0.0,1.0,0.0,46.0,0,0.0,0.0,1.0,0,1,21,0.0,1.0,0.0,0.0,0,2,2,2,2,6,3.32,222.63893903824004,1.0,0.0,0.0,159.55393
1,1,97.0,0.0,0.0,1.0,59.0,2,0.0,0.0,1.0,0,1,19,0.0,1.0,0.0,0.0,0,3,1,2,2,16,2.71,154.47296522525556,1.0,0.0,0.0,209.50626
4,3,132.0,1.0,0.0,0.0,19.0,0,1.0,0.0,0.0,1,0,20,1.0,0.0,0.0,0.0,0,1,1,3,2,6,2.17,105.43374238943906,1.0,0.0,0.0,232.61816
1,1,21.0,0.0,1.0,0.0,59.0,0,1.0,0.0,0.0,0,0,24,0.0,0.0,1.0,0.0,0,2,2,3,1,6,3.58,12.6,1.0,0.0,0.0,24.1463
2,1,81.0,1.0,0.0,0.0,40.0,3,0.0,0.0,1.0,1,1,42,1.0,0.0,0.0,0.0,0,1,3,2,2,46,1.66,129.6,0.0,0.0,1.0,437.87888
3,3,118.0,1.0,0.0,0.0,38.0,0,0.0,1.0,0.0,1,0,12,0.0,0.0,0.0,1.0,0,2,1,2,3,6,2.98,97.48671201386276,0.0,0.0,1.0,290.10207
1,2,87.0,0.0,1.0,0.0,49.0,0,0.0,1.0,0.0,1,1,46,1.0,0.0,0.0,0.0,0,1,2,2,1,6,2.15,64.16041149875431,1.0,0.0,0.0,77.75157
1,1,26.0,0.0,1.0,0.0,50.0,0,1.0,0.0,0.0,0,1,31,0.0,0.0,0.0,1.0,0,1,3,2,1,6,4.11,15.0,1.0,0.0,0.0,28.88098
1,3,119.0,1.0,0.0,0.0,23.0,0,0.0,0.0,1.0,1,1,28,1.0,0.0,0.0,0.0,0,2,2,2,2,6,1.54,190.4,0.0,1.0,0.0,471.76136
2,1,101.0,1.0,0.0,0.0,21.0,0,1.0,0.0,0.0,0,1,13,0.0,0.0,0.0,1.0,0,2,2,3,2,6,3.41,80.10130452895184,1.0,0.0,0.0,204.96154
1,1,88.0,1.0,0.0,0.0,59.0,0,0.0,1.0,0.0,0,1,41,0.0,0.0,1.0,0.0,0,2,2,2,2,6,1.4,74.50827302244082,0.0,1.0,0.0,311.5711
5,4,145.0,0.0,0.0,1.0,59.0,2,0.0,0.0,1.0,0,1,28,1.0,0.0,0.0,0.0,0,1,1,2,1,16,1.44,235.2,1.0,0.0,0.0,288.94839
1,1,43.0,1.0,0.0,0.0,27.0,3,0.0,1.0,0.0,1,1,19,0.0,0.0,0.0,1.0,0,2,3,3,2,46,2.7,39.99626284543604,0.0,0.0,1.0,371.75419
1,1,39.0,0.0,0.0,1.0,20.0,0,0.0,1.0,0.0,0,0,34,1.0,0.0,0.0,0.0,0,2,2,2,2,6,3.09,30.11295792696194,0.0,0.0,1.0,110.07285
